Score,Role Type,Work Type,Sector,Title,Company,Location,Source,Matched Keywords,Posted,URL,Description
12,Operations Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Trust & Safety Operations Analyst, Ads",openai,San Francisco,Ashby:openai,"compliance, excel, operations analyst, workflow, cross-functional, county",2026-06-22T19:56:34.514+00:00,https://jobs.ashbyhq.com/openai/26e8c199-7dcb-4144-b263-f35220421a6d,"  About the Team   At OpenAI, Trust &amp; Safety Operations is central to protecting OpenAI’s platform, customers, and the public from abuse. We partner closely with Product, Engineering, Legal, Policy and Go To Market teams to identify emerging risks, build and mature enforcement systems, and ensure high-integrity operations while delivering a great user experience at scale.  We’re building the Monetization Trust &amp; Safety Operations team to ensure OpenAI can grow advertising in a way that is safe, trusted, and sustainable—for users, advertisers, and the business. This team sits at the intersection of operational scale, product risk, and rapid revenue growth, designing systems and operations that enable ads to scale without compromising user trust or safety.  It’s critical to us that our Ads product be built in a way that corresponds to   our Ads principles  , and this team is key to that.     About the Role   In this role, you’ll own critical Ads T&amp;S workstreams end-to-end, partnering closely with Product, Policy, Engineering, Legal, and Go To Market to design scalable processes, strengthen detection and tooling on novel risks, and ensure we’re ready to grow Ads and monetization safely while delivering a great experience for users and advertisers.    As OpenAI introduces new revenue-generating formats and partnerships, you’ll operationalize the systems to support safe launches, identify risks, and ensure high-quality advertiser experience.     In this role, you will:     Own complex, high-impact Ads Trust &amp; Safety workflows and drive execution across cross-functional partners.    Design and scale systems for Ads Trust &amp; Safety, including enforcement models, escalation paths, quality frameworks and customer support    Partner closely with Product, Policy, and Engineering to implement operational processes, tooling improvements, and automation that support policy enforcement.    Improve the end-to-end enforcement and advertiser support funnel through "
11,Data / Analytics,In-Office / Hybrid,General,Data Analyst - Economic Insights & Communications,stripe,US,Greenhouse:stripe,"sql, python, dashboard, data analyst",2026-06-30T12:46:48-04:00,https://stripe.com/jobs/search?gh_jid=7376419,"&lt;div class=&quot;ace-line gutter-author-p-118095 emptyGutter&quot;&gt;
&lt;h2&gt;&lt;strong&gt;Who we are&lt;/strong&gt;&lt;/h2&gt;
&lt;h3&gt;&lt;strong&gt;About Stripe&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies - from the world’s largest enterprises to the most ambitious startups - use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone&#39;s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;About the team&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;We’re looking for an experienced data analyst to deepen understanding around the economic impact Stripe is having globally. You will be part of a community of analysts and data scientists on the Go-to-Market Analytics team, and you will partner with Stripe’s Communications teams to build and protect Stripe’s brand and influence across the world.&amp;nbsp;&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;What you’ll do&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;This person will bridge Economic Insights and how we Communicate them with the broader public. Stripe has a unique view of the world, with real-time insight into changing trends, industries, and cross-border commerce. The Data Analyst, Economic Insights &amp;amp; Communication role will focus on constructing and analyzing data, built upon robust data pipelines and a strong data architecture, to demonstrate how Stripe enables broad and often surprising economic growth. This role will help tease out novel economic insights from Stripe data to tell stories about how pockets of the economy are evolving, and how Stripe is advancing economic opportunity and increasing the GDP of the internet.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;Responsibilities&lt;/strong&gt;&l"
11,EA / Business Partner,In-Office / Hybrid,Government,Senior Administrative Assistant,cloudflare,Hybrid,Greenhouse:cloudflare,"executive support, excel, coordination, process improvement, government, insurance",2026-06-29T13:33:36-04:00,https://boards.greenhouse.io/cloudflare/jobs/8029371?gh_jid=8029371,"&lt;div class=&quot;content-intro&quot;&gt;&lt;div&gt;&lt;strong&gt;About Us&lt;/strong&gt;&lt;/div&gt;
&lt;div&gt;
&lt;p&gt;At Cloudflare, we are on a mission to help build a better Internet. Today the company runs one of the world’s largest networks that powers millions of websites and other Internet properties for customers ranging from individual bloggers to SMBs to Fortune 500 companies. Cloudflare protects and accelerates any Internet application online without adding hardware, installing software, or changing a line of code. Internet properties powered by Cloudflare all have web traffic routed through its intelligent global network, which gets smarter with every request. As a result, they see significant improvement in performance and a decrease in spam and other attacks. Cloudflare was named to Entrepreneur Magazine’s Top Company Cultures list and ranked among the World’s Most Innovative Companies by Fast Company.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;At Cloudflare, we’re not looking for people who wait for a polished roadmap; we’re looking for the builders who see the cracks in the Internet that everyone else has simply learned to live with. We value candidates who have the instinct to spot a &quot;normalized&quot; problem and the AI-native curiosity to create a solution using the latest tools. Our culture is built on iteration, leveraging AI to ship faster today to make it better tomorrow, while ensuring that every improvement, no matter how small, is shared across the team to lift everyone up. If you’re the type of person who values curiosity over bureaucracy, and that AI is a partner in solving tough problems to keep the Internet moving forward, you’ll fit right in.&lt;/p&gt;
&lt;/div&gt;&lt;/div&gt;&lt;p&gt;&lt;strong&gt;Available Locations: Austin, TX&lt;/strong&gt;&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;About the Role&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;Cloudflare is looking for a bright, proactive, and detail-oriented Senior Administrative Assistant to support two "
11,Operations Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,Site Reliability Operations Analyst - US Government,palantir,"Washington, D.C.",Lever:palantir,"aml, operations analyst, project management, workflow, government",1586801256771,https://jobs.lever.co/palantir/38758e88-5884-4a11-98ac-d23cab51bc7a,"A World-Changing Company
 
Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role
 
As a Site Reliability Operations Analyst you are the engine behind Palantir deployments. You are responsible for crafting, implementing and executing processes to streamline workflows and reduce friction. You track and stabilize projects, remove roadblocks, and anticipate customer needs to free up our engineers to focus their time and attention on the technical problems they are best equipped to solve.
 
This position requires a combination of project management, process optimization, and execution skills. You are a person who loves fixing problems and always embraces the best idea, even when it is not your own.
"
11,Operations Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,Site Reliability Operations Analyst - US Government,palantir,"New York, NY",Lever:palantir,"aml, operations analyst, project management, workflow, government",1586801701543,https://jobs.lever.co/palantir/7d91ca36-1e23-4603-b0f1-82a835e27d3f,"A World-Changing Company
 
Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role
 
As a Site Reliability Operations Analyst you are the engine behind Palantir deployments. You are responsible for crafting, implementing and executing processes to streamline workflows and reduce friction. You track and stabilize projects, remove roadblocks, and anticipate customer needs to free up our engineers to focus their time and attention on the technical problems they are best equipped to solve.
 
This position requires a combination of project management, process optimization, and execution skills. You are a person who loves fixing problems and always embraces the best idea, even when it is not your own.
"
10,Data / Analytics,Remote,General,"Senior Manager, Advanced Analytics",airbnb,United States,Greenhouse:airbnb,"distributed team, excel, data analysis, kpi, stakeholder, cross-functional",2026-04-17T19:54:03-04:00,https://careers.airbnb.com/positions/7627054?gh_jid=7627054,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;span style=&quot;font-family: helvetica, arial, sans-serif; font-size: 12pt;&quot;&gt;Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5 million hosts who have welcomed over 2 billion guest arrivals in almost every country across the globe. Every day, hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.&lt;/span&gt;&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Community You Will Join:&amp;nbsp;&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;Airbnb, a leader in travel and hospitality, is on a mission to create a world where anyone can belong anywhere. We offer unique accommodations and experiences, crafted and curated by locals. As we expand into new marketplaces for in-person experiences and services, we are on the lookout for driven and innovative individuals to help shape our growth trajectory.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Difference You Will Make:&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;Airbnb is seeking a Senior Manager for Advanced Analytics to provide critical support in growing high-quality supply and guest engagement. This role will directly report to the Director of Advanced Analytics and work closely with senior stakeholders across multiple cross-functional teams. The Senior Manager will lead an innovative team focused on delivering data-driven insights and building tools for effective management of the marketplace dynamics. The ideal candidate will possess a unique blend of busine"
10,Data / Analytics,In-Office / Hybrid,General,Member of Technical Staff (Analytics Engineer),perplexity,San Francisco,Ashby:perplexity,"sql, python, dashboard, workflow, stakeholder",2026-02-20T22:15:18.356+00:00,https://jobs.ashbyhq.com/perplexity/fed8d2c4-9c82-43ad-a168-434146c759ff," Perplexity is AI for people who expect more. This role brings that same standard to how our data team works - with AI at the center of everything we do.    We're looking for someone who's been a great data scientist, analytics engineer, or data engineer - the kind of person who knows which metric actually matters, who can design an A/B test that answers the real question, who's gone deep on a data model because something didn't add up - and who has decided that the highest-leverage thing they can do next is  build AI systems that fundamentally change how data science gets done .    Not another text-to-SQL bot. Not another dashboard. You'll build AI agents that conduct full analyses autonomously - forming hypotheses, writing and running queries, interpreting results, and drafting recommendations. You'll make the entire data warehouse AI-readable so any system can query it accurately. You'll create self-healing pipelines that detect and fix data issues before anyone notices. You'll build the infrastructure that turns a small data team into one that operates at 10x its size.    You'll join a data team that's already using AI across its workflows - but we know there's a much bigger opportunity ahead. We have buy-in from leadership to make it happen. Now we're building a team dedicated to taking what we've started and turning it into something world-class: scalable systems, new tools, and an AI-native way of working that doesn't just make us world-class - but pushes the entire industry forward.    What You'll Do     Accelerate the AI-native data workflow  - the team is already working this way. You'll take what's working and turn it into repeatable systems, scalable tools, and patterns that the data team and the entire company can adopt     Build AI agents that do data science  - not just answer SQL questions, but conduct end-to-end analyses: explore data, form hypotheses, run queries, interpret results, and generate actionable recommendations     Make the warehouse AI-"
10,Operations Analytics,In-Office / Hybrid,Government,Operations Analyst - US Government,palantir,"Honolulu, HI",Lever:palantir,"excel, operations analyst, project management, government",1755696484488,https://jobs.lever.co/palantir/46530906-4822-4cce-ab86-ef7014d8547f,"A World-Changing Company
 
Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role
 
Operations Analysts track and stabilize projects, remove roadblocks, drive operational outcomes, and anticipate needs, allowing Palantir teams to focus on the problems they are best equipped to solve. This role requires a combination of operations, project management, process optimization, and execution skills.
 
In this role, you’ll demonstrate your strength in organization and innovate on ways to help the teams you support be as productive and impactful as possible. You’re resourceful and can drive towards a solution if things go awry. Communication is one of your greatest strengths and you excel at constructing order out of ambiguity.
 
You will also be responsible for driving projects forward and owning their operational outcomes. Our ideal candidate is innovative, collaborative, and can balance differing goals and viewpoints when identifying solutions. You will be part of a team of individuals who are just as passionate about supporting one another as they are about Palantir’s mission. We operate in a high accountability, high expectation environment where the goal is always to produce the best solution. Willingness to accept and respond to feedback is critical.
"
9,Data / Analytics,Remote,Banking,"Senior Director, Media Analytics, Commercial Strategy & Acceleration",instacart,United States - Remote,Greenhouse:instacart,"sql, python, reporting, stakeholder, cross-functional",2026-06-24T16:24:24-04:00,https://instacart.careers/job/?gh_jid=7875637,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;We&#39;re transforming the grocery industry&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;span class=&quot;im&quot;&gt;At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible earnings opportunities to Instacart Personal Shoppers.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Instacart has become a lifeline for millions of people, and we’re building the team to help push our shopping cart forward. If you’re ready to do the best work of your life, come join our table.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Instacart is a Flex First team &lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;There’s no one-size fits all approach to how we do our best work. Our employees have the flexibility to choose where they do their best work—whether it’s from home, an office, or your favorite coffee shop—while staying connected and building community through regular in-person events. &lt;a href=&quot;https://www.instacart.careers/flex-first&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?q=https://instacart.careers/remote/&amp;amp;source=gmail&amp;amp;ust=1651869232122000&amp;amp;usg=AOvVaw37OlxP8hAKN7nq4YwHQH7e&quot;&gt;Learn more about our flexible approach to where we work.&lt;/a&gt;&lt;/p&gt;&lt;/div&gt;&lt;h2&gt;&lt;strong&gt;Overview&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;The Commercial Strategy &amp;amp; Acceleration (CSX) team empowers Instacart’s commercial organizations with domain expertise to drive innovation, cohesive strategy, and agile execution at scale—catalyzing our partners’ success across retailers, brands, and age"
9,Data / Analytics,Remote,Banking,"Senior Director, Media Analytics, Commercial Strategy & Acceleration",instacart,"Canada - Remote (ON, AB, BC, or NS Only)",Greenhouse:instacart,"sql, python, reporting, stakeholder, cross-functional",2026-06-24T16:24:24-04:00,https://instacart.careers/job/?gh_jid=7875639,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;We&#39;re transforming the grocery industry&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;span class=&quot;im&quot;&gt;At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible earnings opportunities to Instacart Personal Shoppers.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Instacart has become a lifeline for millions of people, and we’re building the team to help push our shopping cart forward. If you’re ready to do the best work of your life, come join our table.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Instacart is a Flex First team &lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;There’s no one-size fits all approach to how we do our best work. Our employees have the flexibility to choose where they do their best work—whether it’s from home, an office, or your favorite coffee shop—while staying connected and building community through regular in-person events. &lt;a href=&quot;https://www.instacart.careers/flex-first&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?q=https://instacart.careers/remote/&amp;amp;source=gmail&amp;amp;ust=1651869232122000&amp;amp;usg=AOvVaw37OlxP8hAKN7nq4YwHQH7e&quot;&gt;Learn more about our flexible approach to where we work.&lt;/a&gt;&lt;/p&gt;&lt;/div&gt;&lt;h2&gt;&lt;strong&gt;Overview&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;The Commercial Strategy &amp;amp; Acceleration (CSX) team empowers Instacart’s commercial organizations with domain expertise to drive innovation, cohesive strategy, and agile execution at scale—catalyzing our partners’ success across retailers, brands, and age"
9,Data / Analytics,Remote,General,"Lead, Advanced Analytics, Services",airbnb,United States,Greenhouse:airbnb,"excel, data analysis, dashboard, stakeholder, cross-functional",2026-07-07T12:51:35-04:00,https://careers.airbnb.com/positions/7936532?gh_jid=7936532,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;span style=&quot;font-family: helvetica, arial, sans-serif; font-size: 12pt;&quot;&gt;Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5 million hosts who have welcomed over 2 billion guest arrivals in almost every country across the globe. Every day, hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.&lt;/span&gt;&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Community You Will Join:&amp;nbsp;&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;Airbnb, a global leader in the travel and hospitality industry, is dedicated to creating a world where anyone can belong anywhere. With our unique accommodations and experiences, we connect travelers with local hosts across the globe. As we continue to innovate and grow, we&#39;re looking for dynamic individuals to join our team and help shape our trajectory.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Difference You Will Make:&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Airbnb is seeking a Lead, Advanced Analytics, Services to support the growth of Airbnb’s new Services business. This role is pivotal in analyzing both the supply and demand for our new businesses across countries, travel corridors, and customer segments to better understand the drivers of key business, financial, and customer metrics. The individual in this role will focus on in-depth data analysis, metric definition, benchmark creation, experimentation, and synthesis to high-level insights for prioritization.&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; co"
9,Data / Analytics,Remote,Banking,"Senior Principal, Marketing Strategic Finance & Analytics",airbnb,United States ,Greenhouse:airbnb,"sql, excel, kpi, reporting, stakeholder, cross-functional",2026-05-20T14:45:20-04:00,https://careers.airbnb.com/positions/7947164?gh_jid=7947164,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;span style=&quot;font-family: helvetica, arial, sans-serif; font-size: 12pt;&quot;&gt;Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5 million hosts who have welcomed over 2 billion guest arrivals in almost every country across the globe. Every day, hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.&lt;/span&gt;&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Community You Will Join:&amp;nbsp;&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;The Strategic Finance &amp;amp; Analytics (SFA) team empowers Airbnb&#39;s growth by delivering financial strategy, insights, and measurement across planning, marketing, pricing, and global markets. We partner cross-functionally to optimize investments, drive accountability, and inform strategic decisions for guests and hosts worldwide. Our collaborative, data-driven approach ensures Airbnb navigates local market challenges and maintains a competitive edge.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Difference You Will Make:&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;The Senior Principal, Marketing Strategic Finance &amp;amp; Analytics will report to the Director, Marketing Strategic Finance. Airbnb is looking for a rockstar finance &amp;amp; analytics individual who can support and evolve our Airbnb’s Strategic Finance &amp;amp; Analytics team. This team is responsible for identifying and managing budget, planning and analytics for the Marketing organization. Its charter is to evolve our growth strategy across Host and Guest communities. The Marketing team i"
9,Data / Analytics,Remote,Government,Sales Compensation Analytics & Systems Specialist,stripe,"CHI, SF, NYC, SEA, US Remote",Greenhouse:stripe,"excel, dashboard, reporting, forecasting, cross-functional, COMBO:Ops+Data",2026-07-08T17:18:25-04:00,https://stripe.com/jobs/search?gh_jid=7739207,"&lt;h2&gt;Who we are&lt;/h2&gt;
&lt;h3&gt;About Stripe&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world&#39;s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone&#39;s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;About the team&lt;/h3&gt;
&lt;p&gt;The Sales Compensation team at Stripe is responsible for the overall compensation strategy, design, and payment administration for the global sales organization. We ensure that Stripe&#39;s objectives align with the compensation program and that our sales teams are paid accurately and on time. We provide thought leadership for the go-to-market initiatives so that performance and compensation are effectively correlated. The Sales Compensation team partners closely with the revenue-generating and support functions across Stripe to support the success of our go-to-market efforts.&lt;/p&gt;
&lt;h2&gt;What you&#39;ll do&lt;/h2&gt;
&lt;p&gt;In this role, you&#39;ll digest critical data sets of our sales performance and correlation to variable compensation. The objective is to provide advanced analytics that translate raw trends into a compelling business narrative, synthesizing the strategic implications, quantifying the business impact, and prescribing actionable next steps to shape compensation strategies for our fast-growing sales force. As Stripe&#39;s sales teams and commercial strategy grow in size and complexity, this information is required to ensure we have industry-leading compensation mechanisms to motivate and reward our world-class sales organization.&lt;/p&gt;
&lt;p&gt;An equally important component of your role is supporting the enhanc"
9,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,Product Solutions Architect - Product Analytics and Experimentation,datadog,"Boston, Massachusetts, USA; Denver, Colorado, USA; New York, New York, USA; San Francisco, California, USA",Greenhouse:datadog,"aml, python, excel, healthcare",2026-07-07T14:20:57-04:00,https://careers.datadoghq.com/detail/7732699/?gh_jid=7732699,"&lt;p&gt;The Product Solutions Architecture (PSA) team acts as a technical multiplier across Datadog. PSAs are domain experts who partner with Field teams on complex customer use cases across pre- and post-sales engagements and scale their impact by producing reusable collateral, including reference architectures, technical guides, and enablement assets. By feeding real-world customer insights back to Datadog Product teams, PSAs help influence product roadmaps while accelerating adoption, usage, and long-term customer success.&lt;/p&gt;
&lt;p&gt;The Digital Experience &amp;amp; Experimentation family of products includes Product Analytics, Feature Flags, Experimentation, and Session Replay and is a fast-growing segment at Datadog and addresses a distinct buyer, product managers, digital experience teams, and product engineers building and optimizing customer-facing applications. As a Product Solutions Architect, you will partner closely with Datadog customers and the Product team to design architectures, implement best practices, and drive adoption of this digital experience product family across customer environments.&lt;/p&gt;
&lt;p&gt;&lt;em&gt;At Datadog, we place value in our office culture - the relationships and collaboration it builds, and the creativity it brings to the table. We operate as a hybrid workplace to ensure our Datadogs can create a work-life harmony that best fits them.&lt;/em&gt;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;What You’ll Do:&lt;/strong&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Serve as an in-house subject matter expert for the Datadog Product Analytics, Feature Flags, Experimentation, and Session Replay and related products.&lt;/li&gt;
&lt;li&gt;Partner with field teams to offer guidance on architecture choices, SDK instrumentation, data collection, and best practices to large Enterprise customers as they adopt the product family.&lt;/li&gt;
&lt;li&gt;Act as a trusted advisor to Product Management by delivering actionable feedback informed by real"
8,Data / Analytics,Remote,General,Senior Software Engineer I — Agentic Analytics,instacart,"Canada - Remote (ON, AB, BC, or NS Only)",Greenhouse:instacart,"sql, python, workflow, cross-functional",2026-06-24T16:24:24-04:00,https://instacart.careers/job/?gh_jid=7979769,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;We&#39;re transforming the grocery industry&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;span class=&quot;im&quot;&gt;At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible earnings opportunities to Instacart Personal Shoppers.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Instacart has become a lifeline for millions of people, and we’re building the team to help push our shopping cart forward. If you’re ready to do the best work of your life, come join our table.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Instacart is a Flex First team &lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;There’s no one-size fits all approach to how we do our best work. Our employees have the flexibility to choose where they do their best work—whether it’s from home, an office, or your favorite coffee shop—while staying connected and building community through regular in-person events. &lt;a href=&quot;https://www.instacart.careers/flex-first&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?q=https://instacart.careers/remote/&amp;amp;source=gmail&amp;amp;ust=1651869232122000&amp;amp;usg=AOvVaw37OlxP8hAKN7nq4YwHQH7e&quot;&gt;Learn more about our flexible approach to where we work.&lt;/a&gt;&lt;/p&gt;&lt;/div&gt;&lt;h2&gt;Overview&lt;/h2&gt;
&lt;h3&gt;About the Role&lt;/h3&gt;
&lt;p&gt;We are currently seeking a Senior Software Engineer to join our Agentic Analytics Platform team — the team responsible for the AI-for-Data charter inside Instacart&#39;s Data Infrastructure org. You&#39;ll design and build LLM-powered systems that transf"
8,EA / Business Partner,Remote,Government,Executive Assistant,okta,"San Francisco, California",Greenhouse:okta,"executive assistant, excel, cross-functional, insurance",2026-07-08T14:58:58-04:00,https://www.okta.com/company/careers/opportunity/7862411?gh_jid=7862411,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;Secure Every Identity, from AI to Human&lt;br&gt;&lt;br&gt;&lt;/strong&gt;Identity is the key to unlocking the potential of AI. Okta secures AI by building the trusted, neutral infrastructure that enables organizations to safely embrace this new era. This work requires a relentless drive to solve complex challenges with real-world stakes. We are looking for builders and owners who operate with speed and urgency and execute with excellence.&lt;br&gt;&lt;br&gt;This is an opportunity to do career-defining work. We&#39;re all in on this mission. If you are too, let&#39;s talk.&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&lt;strong&gt;The Executive Assistant Opportunity&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;Okta is hiring an Executive Assistant to provide a wide array of administrative, logistical, and project-related support to Engineering executives within the Auth0 Product Unit.&lt;/p&gt;
&lt;p&gt;This is a highly visible position within the organization, enabling our executives in a collaborative, and remote environment to ensure they can be effective in their roles.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;What you’ll be doing&lt;/strong&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Manage daily schedule of the Executives&lt;/li&gt;
&lt;li&gt;Schedule and coordinate logistics for meetings, conferences and special events across global time zones (remote &amp;amp; in person)&lt;/li&gt;
&lt;li&gt;Coordinate domestic and international travel, process expense reports and assist with management of travel budget needs&lt;/li&gt;
&lt;li&gt;Co-ordinate All Hands and Newsletters for each of the Executives’ organizations&lt;/li&gt;
&lt;li&gt;Acts as a liaison for assigned executives, relaying and exchanging information with others including&lt;/li&gt;
&lt;li&gt;Anticipate the Executives’ needs and proactively assemble the appropriate people and resources to solve problems.&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Field incoming requests; exercise s"
8,Operations Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,Site Reliability Operations Analyst - Commercial,palantir,"New York, NY",Lever:palantir,"aml, operations analyst, project management, workflow",1701130896737,https://jobs.lever.co/palantir/5174e95b-2e0a-46f8-8db7-e2c837a0ac94,"A World-Changing Company
 
Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.


The Role
 
As a Site Reliability Operations Analyst you are the engine behind Palantir deployments. You are responsible for crafting, implementing and executing processes to streamline workflows and reduce friction. You track and stabilize projects, remove roadblocks, and anticipate customer needs to free up our engineers to focus their time and attention on the technical problems they are best equipped to solve.
 
This position requires a combination of project management, process optimization, and execution skills. You are a person who loves fixing problems and always embraces the best idea, even when it is not your own.
"
